,0
817,58.356323
818,68.199425
819,126.84769
820,169.7102
821,114.63415
822,81.966965
823,41.453873
824,86.76318
825,86.26268
826,4.519649
827,51.29934
828,67.352325
829,174.59053
830,148.46349
831,63.38804
832,65.680176
833,53.302635
834,194.63528
835,26.664581
836,121.095924
837,86.47865
838,-0.95366657
839,104.558784
840,141.55724
841,163.9535
842,52.35534
843,63.748302
844,118.74224
845,96.970955
846,227.42836
847,43.816135
848,-12.061779
849,113.377266
850,3.514178
851,-10.832629
852,88.21187
853,137.49226
854,38.956623
855,104.9729
856,80.360725
857,87.75556
858,70.47702
859,35.828728
860,109.983505
861,17.023018
862,117.60123
863,69.02878
864,195.71375
865,45.057503
866,61.034744
867,119.15731
868,67.55908
869,15.241945
870,31.716795
871,14.999375
872,104.975235
873,270.98416
874,51.194767
875,35.433044
876,30.721361
877,114.01435
878,33.9859
879,140.8663
880,21.774097
881,54.06096
882,-6.743971
883,40.198338
884,3.3114407
885,123.3482
886,47.911465
887,148.84395
888,79.92614
889,186.52834
890,52.171383
891,148.21765
892,254.78546
893,131.56615
894,35.31562
895,16.682821
896,79.131386
897,17.364702
898,72.28113
899,154.2896
900,-8.340053
901,35.017933
902,46.490463
903,120.58866
904,180.12926
905,62.463005
906,227.93318
907,36.50881
908,30.202414
909,56.39567
910,122.6462
911,174.95544
912,104.28036
913,87.368256
914,107.34898
915,137.2681
916,4.0402274
917,26.59619
918,97.153755
919,106.71255
920,97.80529
921,72.36163
922,136.63579
923,40.119144
924,60.776787
925,117.821465
926,-10.888448
927,38.57094
928,84.46481
929,32.205544
930,78.682335
931,127.19714
932,172.16736
933,73.237564
934,184.82616
935,80.0935
936,89.957726
937,27.92577
938,45.585415
939,41.783546
940,131.44312
941,93.06947
942,127.33683
943,153.17003
944,26.990093
945,88.50871
946,196.92387
947,131.17772
948,31.168472
949,105.86151
950,140.9142
951,47.65334
952,158.6801
953,116.00132
954,101.41168
955,144.80905
956,38.437855
957,92.84293
958,-36.23443
959,80.02515
960,18.240961
961,24.930532
962,31.69881
963,46.489986
964,81.91929
965,95.94541
966,83.612335
967,12.26256
968,-4.3218493
969,133.43864
970,154.90988
971,119.63843
972,95.26016
973,84.18352
974,35.920036
975,66.5977
976,127.67007
977,124.27968
978,153.41042
979,20.750813
980,45.863205
981,98.59326
982,13.154071
983,74.8747
984,44.900146
985,27.086542
986,111.30436
987,5.5048327
988,39.828457
989,120.02907
990,79.2623
991,55.57059
992,179.9806
993,23.790375
994,73.395706
995,61.16102
996,6.130648
997,26.40585
998,102.497894
999,112.362885
1000,52.311764
1001,15.386496
1002,175.40047
1003,91.24406
1004,100.01735
1005,20.509874
1006,73.41736
1007,95.20392
1008,12.831309
1009,34.494335
1010,151.93579
1011,100.82549
1012,7.2222085
1013,95.64364
1014,72.60067
1015,103.49973
1016,127.196785
1017,20.814518
1018,173.61006
1019,126.53523
1020,-2.6792746
1021,81.217064
1022,81.916115
1023,44.71539
1024,120.53341
1025,103.185905
1026,133.62943
1027,138.90314
1028,115.96741
1029,85.3762
1030,16.637417
1031,86.93828
1032,61.2515
1033,5.206727
1034,114.87022
1035,104.60837
1036,-10.619409
1037,56.521843
1038,126.17333
1039,80.01135
1040,108.63908
1041,14.034304
1042,77.60552
1043,85.72604
1044,111.81929
1045,50.32672
1046,50.970993
1047,41.578377
1048,31.205936
1049,62.626907
1050,-14.50621
1051,48.517544
1052,114.59287
1053,23.8608
1054,8.978909
1055,47.95553
1056,161.42708
1057,65.60704
1058,132.59608
1059,34.35796
1060,66.66459
1061,87.75574
1062,26.665411
1063,98.27363
1064,147.78786
1065,-3.1006713
1066,113.98638
1067,88.40798
1068,73.74624
1069,15.134487
1070,82.30075
1071,49.61273
1072,153.12935
1073,33.398598
1074,6.263709
1075,34.25813
1076,255.14632
1077,30.785465
1078,101.88953
1079,80.57623
1080,-29.68745
1081,88.430244
1082,59.46665
1083,91.01222
1084,5.729966
1085,92.033325
1086,75.0197
1087,99.48692
1088,47.410282
1089,15.393917
1090,56.934692
1091,80.51787
1092,-15.254126
1093,30.809069
1094,126.31436
1095,56.857746
1096,102.12069
1097,80.487915
1098,46.142273
1099,-9.27926
1100,27.985323
1101,83.38009
1102,118.77731
1103,71.264244
1104,77.39834
1105,80.63115
1106,164.93858
1107,79.56677
1108,179.11707
1109,106.89633
1110,25.838902
1111,35.853886
1112,-10.980291
1113,104.748566
1114,147.96486
1115,54.544964
1116,4.123208
1117,7.678176
1118,55.539555
1119,14.2668
1120,54.336174
1121,51.286423
1122,21.737328
1123,143.53471
1124,54.30557
1125,22.564487
1126,60.53898
1127,114.03443
1128,36.721466
1129,41.591457
1130,131.23593
1131,139.2117
1132,58.737373
1133,38.490307
1134,165.60802
1135,87.477844
1136,52.502308
1137,149.60449
1138,112.95624
1139,161.49715
1140,105.82609
1141,89.94977
1142,0.6552061
1143,94.53628
1144,82.978455
1145,44.587357
1146,29.35068
1147,59.528564
1148,77.475624
1149,156.7465
1150,37.668747
1151,99.1496
1152,58.482384
1153,145.32988
1154,81.452995
1155,64.37059
1156,99.7154
1157,25.48929
1158,129.30247
1159,91.22848
1160,95.89034
1161,-1.7081822
1162,131.75633
1163,104.09601
1164,38.874958
1165,3.7381423
1166,110.5685
1167,26.206364
1168,105.21078
1169,150.88622
1170,39.96975
1171,58.464775
1172,91.11674
1173,41.35656
1174,48.72111
1175,37.72323
1176,77.518196
1177,180.8564
1178,-17.41725
1179,111.81541
1180,99.00558
1181,32.79713
1182,41.49244
1183,5.371147
1184,66.65699
1185,132.94702
1186,29.568537
1187,60.14733
1188,73.90245
1189,29.321148
1190,132.58331
1191,115.15483
1192,79.53451
1193,83.714005
1194,-34.983242
1195,97.69588
1196,88.96726
1197,94.06411
1198,70.12175
1199,53.065758
1200,74.62019
1201,66.387886
1202,75.81001
1203,18.092873
1204,15.458132
1205,36.866528
1206,30.011679
1207,-34.31812
1208,83.26817
1209,75.06297
1210,77.40234
1211,98.40081
1212,71.57416
1213,16.992455
1214,210.49121
1215,72.81395
1216,141.19397
1217,9.700289
1218,61.37324
1219,84.19901
1220,-0.44148153
1221,135.39684
1222,54.83746
1223,144.6947
1224,74.30489
1225,0.97478104
1226,224.57584
1227,28.133343
1228,100.69657
1229,58.613655
1230,77.21915
1231,63.481514
1232,43.505886
1233,50.973904
1234,56.93738
1235,24.749538
1236,162.87173
1237,117.681694
1238,73.51765
1239,59.662098
1240,118.163414
1241,160.38402
1242,53.413136
1243,69.618355
1244,143.16049
1245,85.6525
1246,77.498825
1247,94.66213
1248,54.91153
1249,93.99863
1250,52.444878
1251,116.92672
1252,84.08371
1253,147.15138
1254,25.176527
1255,124.388565
1256,5.3330626
1257,80.13779
1258,51.005157
1259,61.874462
1260,83.64728
1261,87.762184
1262,21.376501
1263,139.79245
1264,31.250021
1265,211.41188
1266,133.53789
1267,31.668158
1268,70.617455
1269,115.36088
1270,43.633373
1271,83.67098
1272,22.787054
1273,84.87841
1274,31.203224
1275,6.5939903
1276,33.028015
1277,11.281717
1278,61.444122
1279,-9.604595
1280,15.449674
1281,147.5268
1282,56.43264
1283,76.15892
1284,134.126
1285,99.87062
1286,98.42502
1287,69.95484
1288,22.570833
1289,120.62419
1290,164.86353
1291,91.642006
1292,51.774826
1293,176.16685
1294,28.198847
1295,102.344826
1296,19.21305
1297,177.33417
1298,50.523018
1299,49.497925
1300,205.87439
1301,67.37881
1302,109.22586
1303,88.937614
1304,53.069904
1305,18.267305
1306,62.443874
1307,12.67719
1308,166.4666
1309,43.27781
1310,3.5703082
1311,24.292496
1312,89.90832
1313,33.91606
1314,-10.422009
1315,97.02698
1316,39.256027
1317,35.342575
1318,121.245056
1319,61.979576
1320,35.143353
1321,126.52768
1322,21.794405
1323,51.194485
1324,43.496708
1325,120.83503
1326,71.28384
1327,86.368904
1328,1.4289762
1329,71.81493
1330,102.900925
1331,113.65941
1332,60.56124
1333,66.899895
1334,71.05441
1335,110.17184
1336,52.53162
1337,41.235218
1338,50.688145
1339,240.99841
1340,149.0936
1341,88.19829
1342,98.449196
1343,48.951096
1344,138.92104
1345,89.90181
1346,147.48314
1347,130.95518
1348,24.448912
1349,97.88366
1350,33.917667
1351,64.916115
1352,81.329834
1353,80.81461
1354,151.89047
1355,75.09904
1356,27.780756
1357,53.196033
1358,109.285194
1359,133.28854
1360,31.533043
1361,51.96233
1362,107.622475
1363,67.34682
1364,60.211422
1365,89.47983
1366,134.06383
1367,84.44973
1368,85.97258
1369,86.28684
1370,46.14215
1371,85.22657
1372,76.393105
1373,122.34374
1374,109.2558
1375,-1.9974337
1376,79.1377
1377,175.06436
1378,70.744995
1379,16.971684
1380,61.970097
1381,139.45607
1382,58.12927
1383,1.6844281
1384,31.934496
1385,77.32429
1386,161.37886
1387,63.63098
1388,41.73518
1389,-20.968184
1390,42.82828
1391,29.955935
1392,66.85639
1393,72.786896
1394,145.03714
1395,109.872604
1396,191.4201
1397,147.77988
1398,20.261517
1399,66.08883
1400,160.02197
1401,51.726013
1402,91.95558
1403,125.184494
1404,139.90295
1405,121.51144
1406,44.626415
1407,55.23101
1408,79.1355
1409,69.18192
1410,60.588776
1411,27.342882
1412,47.948616
1413,90.071396
1414,105.308784
1415,53.38589
1416,13.26929
1417,52.116257
1418,17.607336
1419,97.88924
1420,127.19992
1421,46.67285
1422,53.447514
1423,88.00556
1424,81.226166
1425,90.8519
1426,42.371227
1427,45.16268
1428,120.13149
1429,100.198814
1430,22.268465
1431,140.6723
1432,46.153545
1433,14.893499
1434,66.226944
1435,121.14008
1436,147.85013
1437,45.800644
1438,123.54905
1439,21.650028
1440,102.23109
1441,106.62822
1442,26.676413
1443,58.088383
1444,-9.9697485
1445,39.66724
1446,18.098429
1447,138.88112
1448,143.3967
1449,82.72455
1450,103.17749
1451,49.028736
1452,64.87652
1453,34.372707
1454,197.33281
1455,129.08932
1456,88.86177
1457,123.48559
1458,139.1922
1459,53.446297
1460,23.079296
1461,27.603436
1462,59.931587
1463,109.61292
1464,92.25463
1465,-2.6984212
1466,88.14403
1467,-4.878588
1468,60.594696
1469,-11.280936
1470,142.87988
1471,184.98029
1472,125.715836
1473,171.46286
1474,201.58423
1475,99.07589
1476,96.14988
1477,152.43355
1478,36.212543
1479,-4.5480714
1480,16.596764
1481,41.082134
1482,63.84721
1483,71.77496
1484,87.347015
1485,106.712395
1486,118.20613
1487,44.47497
1488,20.384552
1489,61.206146
1490,-0.30608484
1491,-15.602916
1492,39.435894
1493,74.04377
1494,47.406296
1495,54.801186
1496,153.80663
1497,-6.562501
1498,80.19426
1499,47.187912
1500,116.360344
1501,85.46899
1502,64.87332
1503,101.72642
1504,43.874985
1505,3.051796
1506,101.23384
1507,47.304447
1508,78.03391
1509,45.383205
1510,8.496915
1511,47.289257
1512,23.733812
1513,56.867474
1514,28.981556
1515,38.722332
1516,80.85206
1517,51.03308
1518,10.073627
1519,38.566273
1520,49.871887
1521,63.741917
1522,78.94178
1523,156.35632
1524,126.879326
1525,-2.6522808
1526,139.60216
1527,90.747475
1528,208.38521
1529,92.14298
1530,60.671528
1531,-27.900154
1532,89.09201
1533,-21.832714
1534,192.46613
1535,20.009306
1536,62.697166
1537,-21.914175
1538,52.23984
1539,72.11261
1540,135.7261
1541,117.884766
1542,100.26679
1543,35.830715
1544,68.8667
1545,66.20625
1546,97.16254
1547,95.92212
1548,36.976
1549,236.58789
1550,118.66351
1551,110.6938
1552,77.850235
1553,94.84782
1554,116.07974
1555,103.70386
1556,84.191956
1557,127.31005
1558,88.94992
1559,45.09986
1560,107.65626
1561,154.83644
1562,1.2037759
1563,34.522858
1564,88.8531
1565,119.94078
1566,55.62121
1567,-21.248432
1568,181.86969
1569,10.610382
1570,23.715187
1571,89.65585
1572,47.0975
1573,63.19408
1574,-9.245401
1575,160.96222
1576,132.65897
1577,146.86783
1578,-5.6672072
1579,57.395256
1580,41.88499
1581,45.919254
1582,41.414337
1583,3.8004076
1584,88.572464
1585,41.681355
1586,26.834103
1587,166.4945
1588,164.24767
1589,15.260625
1590,5.905922
1591,95.159096
1592,180.48256
1593,143.37354
1594,43.075294
1595,188.57013
1596,47.242607
1597,130.65128
1598,152.72598
1599,48.70875
1600,31.583836
1601,50.35581
1602,119.16177
1603,2.9674878
1604,124.54366
1605,59.936634
1606,99.16241
1607,108.78027
1608,59.83783
1609,82.70006
1610,50.667625
1611,117.875404
1612,169.56587
1613,82.984566
1614,64.48804
1615,108.81778
1616,66.751724
1617,132.521
1618,92.08052
1619,-7.5117874
1620,114.26795
1621,54.54094
1622,132.4112
1623,14.32475
1624,54.85409
1625,76.1318
1626,42.89983
1627,57.722767
1628,129.35777
1629,29.166283
1630,104.36255
1631,136.52608
1632,26.669353
1633,50.678684
1634,10.739248
1635,50.93994
1636,24.245813
1637,48.326893
1638,51.266705
1639,7.2532873
1640,54.190434
1641,64.10396
1642,127.526276
1643,51.16861
1644,70.16917
1645,111.073494
1646,94.669334
1647,62.055565
1648,139.63158
1649,47.091633
1650,86.436066
1651,116.06624
1652,6.7460246
1653,41.49041
1654,88.277275
1655,27.929525
1656,80.78907
1657,43.668
1658,-17.967896
1659,7.3866405
1660,208.17181
1661,39.165344
1662,65.45304
1663,216.5182
1664,116.871
1665,42.020676
1666,148.81235
1667,25.981867
1668,39.6897
1669,26.919518
1670,89.52916
1671,112.66605
1672,70.475235
1673,60.228493
1674,146.8732
1675,-15.805173
1676,27.166172
1677,109.38049
1678,150.06429
1679,70.31893
1680,80.928696
1681,28.952314
1682,75.02925
1683,59.044357
1684,-11.012032
1685,151.2234
1686,93.54706
1687,317.651
1688,59.21749
1689,70.632
1690,167.91473
1691,66.08199
1692,27.679373
1693,-0.44872305
1694,57.036373
1695,33.633812
1696,100.29118
1697,92.949486
1698,131.79575
1699,131.87282
1700,14.905474
1701,45.794094
1702,45.376404
1703,33.37563
1704,63.079105
1705,69.530975
1706,23.761171
1707,-2.5857983
1708,55.540264
1709,24.174957
1710,107.78392
1711,84.47618
1712,37.715145
1713,19.063396
1714,42.525295
1715,50.31752
1716,137.75705
1717,91.78197
1718,22.348635
1719,134.4306
1720,65.83039
1721,37.22854
1722,75.3187
1723,-38.59065
1724,87.05538
1725,156.15598
1726,130.37749
1727,85.37541
1728,25.8002
1729,63.378036
1730,102.97435
1731,0.90249234
1732,155.44319
1733,78.839806
1734,208.23918
1735,26.106167
1736,130.81941
1737,154.3373
1738,44.71268
1739,90.6993
1740,32.062862
1741,73.24338
1742,152.9431
1743,60.110638
1744,40.573483
1745,47.33952
1746,35.218468
1747,85.16149
1748,46.578823
1749,40.66453
1750,24.493515
1751,111.43147
1752,52.067024
1753,116.72779
1754,74.477005
1755,75.026
1756,125.282486
1757,93.596664
1758,134.92204
1759,100.11972
1760,20.610327
1761,178.6101
1762,50.89894
1763,114.93921
1764,171.13586
1765,86.96508
1766,166.91713
1767,141.16946
1768,74.34919
1769,79.3824
1770,61.673252
1771,111.26548
1772,29.823858
1773,190.8528
1774,101.80341
1775,101.00971
1776,34.61146
1777,99.40114
1778,191.39577
1779,73.60781
1780,62.921364
1781,47.763878
1782,41.38876
1783,26.068605
1784,55.40636
1785,37.5653
1786,180.32921
1787,88.68474
1788,7.890165
1789,60.309616
1790,19.70137
1791,88.75423
1792,-5.5495653
1793,13.948569
1794,32.073063
1795,26.403276
1796,95.04855
1797,100.94536
1798,85.180046
1799,55.943306
1800,34.757366
1801,48.552094
1802,30.565674
1803,115.29576
1804,52.51471
1805,35.778316
1806,45.955517
1807,156.0948
1808,41.825504
1809,58.467762
1810,79.48893
1811,101.82678
1812,78.33833
1813,75.33361
1814,54.9274
1815,163.1839
1816,50.270313
1817,76.57819
1818,90.15351
1819,137.36914
1820,82.88936
1821,146.81396
1822,242.20592
1823,93.153496
1824,115.60406
1825,-9.973385
1826,105.66449
1827,202.30453
1828,82.26421
1829,85.246574
1830,75.87411
1831,67.97092
1832,-19.780546
1833,97.425964
1834,47.399242
1835,57.812138
1836,96.57851
1837,8.773512
1838,61.021225
1839,27.839859
1840,20.786089
1841,56.98076
1842,133.9601
1843,37.705853
1844,172.01053
1845,120.66894
1846,109.79526
1847,69.37917
1848,93.76441
1849,17.902931
1850,97.20615
1851,58.47488
1852,138.08061
1853,5.4201183
1854,64.744965
