,0
1855,54.113556
1856,241.78636
1857,85.30312
1858,56.225838
1859,137.73625
1860,104.1626
1861,23.862768
1862,144.71565
1863,189.20462
1864,147.1836
1865,171.87491
1866,174.58762
1867,159.28783
1868,49.28258
1869,86.15685
1870,50.127705
1871,91.96531
1872,11.310602
1873,69.58861
1874,36.202343
1875,58.16153
1876,150.65842
1877,-2.9678376
1878,46.963497
1879,174.1525
1880,156.92645
1881,85.7099
1882,39.375156
1883,92.95821
1884,112.94525
1885,34.095425
1886,-35.618675
1887,30.944937
1888,74.37878
1889,34.709225
1890,157.0273
1891,76.52472
1892,65.96212
1893,28.494778
1894,122.490616
1895,46.382698
1896,-7.961863
1897,76.74697
1898,71.64224
1899,83.73378
1900,41.988365
1901,101.914215
1902,49.318287
1903,37.218254
1904,25.931404
1905,80.78836
1906,49.599773
1907,50.80186
1908,-15.190462
1909,113.53848
1910,40.865005
1911,58.43633
1912,37.999454
1913,94.69593
1914,41.090984
1915,72.22164
1916,116.62507
1917,90.10968
1918,23.910387
1919,71.84871
1920,-7.8795834
1921,32.705326
1922,51.51721
1923,36.184933
1924,131.68234
1925,32.61957
1926,30.419563
1927,130.63515
1928,165.13753
1929,124.29649
1930,146.80852
1931,126.21929
1932,38.96511
1933,58.67797
1934,0.40932053
1935,95.73194
1936,5.106156
1937,22.427708
1938,26.470303
1939,89.94236
1940,62.739513
1941,120.36193
1942,87.66766
1943,182.58076
1944,34.558933
1945,62.749218
1946,72.12706
1947,90.56352
1948,136.93216
1949,32.65808
1950,46.760174
1951,98.97969
1952,67.88741
1953,34.016823
1954,14.601183
1955,84.45065
1956,66.16053
1957,176.12616
1958,42.72741
1959,93.48637
1960,75.906525
1961,160.36835
1962,41.669445
1963,85.362495
1964,290.7793
1965,48.478436
1966,108.50137
1967,144.8164
1968,49.82182
1969,14.7905
1970,25.889881
1971,125.79602
1972,56.315083
1973,159.20258
1974,84.394516
1975,90.37616
1976,122.57142
1977,33.980164
1978,77.93953
1979,138.32178
1980,114.28746
1981,27.30521
1982,29.47096
1983,142.49538
1984,59.459217
1985,102.05591
1986,123.494095
1987,98.13169
1988,137.10448
1989,76.56329
1990,56.94502
1991,11.384868
1992,28.496485
1993,143.81363
1994,14.11784
1995,102.35257
1996,-2.560385
1997,0.89400554
1998,17.246761
1999,16.447714
2000,33.205753
2001,128.31367
2002,75.028786
2003,26.10018
2004,66.40188
2005,90.6691
2006,90.521355
2007,67.91974
2008,61.355247
2009,82.92758
2010,10.186522
2011,51.85155
2012,67.97809
2013,50.45018
2014,25.600708
2015,152.91824
2016,123.075455
2017,60.403915
2018,118.96513
2019,70.70645
2020,10.203677
2021,6.85159
2022,7.7647314
2023,83.48117
2024,49.67078
2025,91.49908
2026,110.495476
2027,70.428055
2028,72.16132
2029,103.33662
2030,140.79752
2031,128.22215
2032,88.99837
2033,67.26804
2034,34.222786
2035,95.686226
2036,78.2903
2037,52.357162
2038,49.06106
2039,73.755356
2040,88.81203
2041,192.92159
2042,16.616676
2043,-14.893093
2044,137.07281
2045,37.214622
2046,27.864405
2047,155.47
2048,68.53876
2049,-47.903595
2050,3.52086
2051,69.62858
2052,31.747395
2053,80.42754
2054,-40.855938
2055,15.988604
2056,34.61843
2057,85.0304
2058,79.66151
2059,38.962612
2060,133.41086
2061,162.22891
2062,72.07835
2063,100.051956
2064,213.87207
2065,15.170206
2066,3.7611306
2067,83.13672
2068,6.9354005
2069,58.432953
2070,67.577484
2071,147.31229
2072,115.34913
2073,86.20044
2074,56.141403
2075,67.68471
2076,58.164623
2077,99.22541
2078,24.661428
2079,-33.89733
2080,77.88394
2081,85.804115
2082,148.21948
2083,76.468376
2084,51.81827
2085,8.6044855
2086,102.03635
2087,73.44444
2088,56.716896
2089,14.870151
2090,89.444
2091,47.047947
2092,56.243034
2093,31.215807
2094,13.296217
2095,123.32995
2096,55.06439
2097,84.53321
2098,119.437904
2099,92.8712
2100,143.27856
2101,45.944668
2102,99.62391
2103,44.794483
2104,18.895874
2105,19.70508
2106,66.07731
2107,35.380493
2108,3.891441
2109,175.24829
2110,54.398132
2111,108.196754
2112,41.80979
2113,80.76977
2114,98.8177
2115,136.95197
2116,30.21574
2117,93.9014
2118,85.0218
2119,104.592224
2120,15.913274
2121,105.536644
2122,139.44388
2123,69.50584
2124,44.043606
2125,108.96269
2126,173.41031
2127,35.813534
2128,44.540936
2129,27.42805
2130,43.060135
2131,11.685969
2132,176.05647
2133,41.313263
2134,65.016106
2135,-7.6517324
2136,46.161263
2137,181.05763
2138,103.96235
2139,49.13432
2140,134.96198
2141,230.58237
2142,38.530056
2143,27.687723
2144,70.8145
2145,97.31195
2146,55.32393
2147,51.618233
2148,42.564793
2149,63.05091
2150,40.825233
2151,73.42929
2152,-31.939575
2153,35.29664
2154,23.046623
2155,104.36252
2156,163.70233
2157,29.240488
2158,102.16385
2159,144.84496
2160,49.572407
2161,173.8777
2162,43.64309
2163,86.51579
2164,136.5495
2165,66.03258
2166,15.65469
2167,4.621877
2168,64.53859
2169,122.926186
2170,91.00813
2171,290.6032
2172,67.44987
2173,40.868305
2174,-9.919376
2175,110.7946
2176,81.46523
2177,164.39717
2178,7.502617
2179,241.50462
2180,4.6445956
2181,1.3453224
2182,45.73161
2183,-59.965282
2184,77.38201
2185,94.69821
2186,59.692036
2187,128.7446
2188,67.10631
2189,77.39884
2190,90.68265
2191,77.78908
2192,56.11093
2193,70.62149
2194,28.470547
2195,48.596546
2196,197.46123
2197,49.119896
2198,107.76062
2199,53.073483
2200,114.93656
2201,136.56291
2202,103.370544
2203,29.210447
2204,34.09353
2205,57.81685
2206,173.44249
2207,64.36977
2208,83.931564
2209,25.545853
2210,92.71062
2211,142.61508
2212,68.53106
2213,139.28796
2214,113.62635
2215,181.40303
2216,105.12334
2217,100.99268
2218,117.96075
2219,-6.7408266
2220,110.994934
2221,37.598885
2222,41.15194
2223,96.36129
2224,95.02873
2225,155.00203
2226,36.941036
2227,160.6974
2228,117.432274
2229,109.44908
2230,56.135975
2231,117.84508
2232,8.142603
2233,39.15479
2234,96.78744
2235,131.30856
2236,79.08888
2237,80.619354
2238,89.673035
2239,153.34987
2240,-30.435574
2241,-4.443273
2242,90.527794
2243,41.137234
2244,103.04341
2245,31.535576
2246,106.615456
2247,49.252247
2248,86.49051
2249,79.265495
2250,51.954414
2251,42.375587
2252,77.772194
2253,168.93855
2254,69.31609
2255,146.89714
2256,59.666378
2257,66.66848
2258,39.504337
2259,16.338709
2260,23.20178
2261,19.944633
2262,59.71143
2263,41.00806
2264,59.727573
2265,70.47447
2266,48.461594
2267,108.32084
2268,72.38554
2269,21.903181
2270,191.32089
2271,139.50032
2272,57.75342
2273,-6.8194666
2274,47.964085
2275,96.19261
2276,129.96295
2277,113.646866
2278,-2.2930474
2279,123.53328
2280,31.228033
2281,150.7084
2282,27.42711
2283,54.55153
2284,148.55255
2285,69.07915
2286,33.40533
2287,56.448864
2288,141.14175
2289,116.120125
2290,51.075207
2291,139.21117
2292,80.57782
2293,23.443943
2294,18.657274
2295,38.426567
2296,23.405462
2297,114.0468
2298,41.304802
2299,24.086426
2300,35.7733
2301,118.73906
2302,73.18384
2303,65.97476
2304,9.023363
2305,48.966125
2306,119.359245
2307,97.68549
2308,21.880669
2309,119.48295
2310,55.71328
2311,74.81668
2312,64.62838
2313,48.25136
2314,120.51674
2315,34.64645
2316,107.23335
2317,0.96176386
2318,108.825775
2319,46.51147
2320,56.09861
2321,150.36078
2322,87.82214
2323,65.356544
2324,87.11411
2325,2.2277172
2326,181.94058
2327,74.22439
2328,101.32978
2329,83.97291
2330,83.88648
2331,132.57845
2332,66.64818
2333,73.10735
2334,135.08194
2335,82.69592
2336,90.19068
2337,36.762024
2338,-25.512434
2339,103.35906
2340,28.441074
2341,125.13685
2342,145.23645
2343,175.79427
2344,46.500813
2345,112.28653
2346,54.555992
2347,-6.538125
2348,96.721054
2349,-2.0071905
2350,44.6511
2351,52.173195
2352,50.357044
2353,143.83525
2354,-9.068971
2355,92.07944
2356,-0.15826806
2357,62.660706
2358,54.501583
2359,119.63663
2360,40.651863
2361,22.43935
2362,127.94327
2363,-11.0050535
2364,129.57231
2365,6.7459764
2366,95.195114
2367,6.249603
2368,32.57566
2369,47.615925
2370,132.62004
2371,210.07016
2372,49.43844
2373,-11.93683
2374,155.02971
2375,-23.599392
2376,26.165058
2377,31.978428
2378,59.090347
2379,102.06569
2380,71.21385
2381,31.273258
2382,-18.17902
2383,43.336945
2384,53.52114
2385,57.223427
2386,98.28676
2387,52.79497
2388,26.942263
2389,90.10602
2390,136.65758
2391,64.38559
2392,189.66971
2393,166.7645
2394,93.65244
2395,52.67022
2396,36.30701
2397,40.034065
2398,78.04071
2399,146.6086
2400,72.99733
2401,45.254005
2402,3.0044389
2403,71.44349
2404,49.779556
2405,49.665333
2406,112.8388
2407,166.52643
2408,158.85226
2409,199.35931
2410,39.21872
2411,41.224873
2412,15.369158
2413,56.305405
2414,322.27954
2415,-14.026143
2416,74.83621
2417,53.101444
2418,64.43094
2419,237.16911
2420,74.8302
2421,82.940025
2422,157.57207
2423,162.62694
2424,10.177897
2425,-2.4496417
2426,52.80306
2427,144.17633
2428,90.92539
2429,9.668048
2430,68.663895
2431,46.4315
2432,40.079704
2433,0.25272837
2434,134.11
2435,49.46603
2436,49.97738
2437,48.028423
2438,124.56374
2439,92.74521
2440,134.75908
2441,123.31301
2442,111.82523
2443,102.13254
2444,62.039925
2445,22.808468
2446,48.422848
2447,51.446804
2448,100.06825
2449,58.92558
2450,123.545845
2451,121.4634
2452,63.774704
2453,-16.930859
2454,169.89401
2455,87.64868
2456,74.216286
2457,81.88911
2458,71.19767
2459,-33.05593
2460,79.81192
2461,92.979805
2462,16.935743
2463,64.23906
2464,72.48892
2465,77.52104
2466,104.05169
2467,43.305023
2468,89.1307
2469,32.88409
2470,48.23753
2471,104.46898
2472,125.15061
2473,240.89703
2474,31.937685
2475,135.26283
2476,74.02423
2477,39.15294
2478,54.73859
2479,132.00243
2480,91.120255
2481,50.43191
2482,87.62757
2483,17.390207
2484,82.983894
2485,30.019321
2486,28.719053
2487,79.01525
2488,65.83825
2489,35.759026
2490,54.472256
2491,117.37849
2492,71.01385
2493,16.296503
2494,134.3581
2495,134.90242
2496,-11.331777
2497,8.938491
2498,33.533215
2499,-15.712218
